Energy [keV]	dN/dE	unc
316	0.00157368	0.00000285759
318	0.00156775	0.00000275725
320	0.00156179	0.00000265688
322	0.00155582	0.00000255651
324	0.00154983	0.00000245613
326	0.00154383	0.00000235575
328	0.00153781	0.00000225537
330	0.00153178	0.000002155
332	0.00152574	0.00000205465
334	0.00151967	0.00000195432
336	0.00151357	0.00000185402
338	0.00150746	0.00000175375
340	0.00150132	0.00000165353
342	0.00149515	0.00000155335
344	0.00148897	0.00000145323
346	0.00148275	0.00000135316
348	0.00147651	0.00000125316
350	0.00147025	0.00000115323
352	0.00146396	0.00000105338
354	0.00145765	0.000000953614
356	0.00145131	0.000000853936
358	0.00144495	0.000000754356
360	0.00143857	0.000000654877
362	0.00143217	0.000000555508
364	0.00142574	0.000000456253
366	0.00141929	0.000000357121
368	0.00141282	0.000000258116
370	0.00140632	0.000000159248
372	0.0013998	0.0000000605333
374	0.00139327	0.000000155649
376	0.00138671	0.000000255433
378	0.00138014	0.000000355048
380	0.00137353	0.000000454487
382	0.00136692	0.00000055374
384	0.00136028	0.000000652804
386	0.00135363	0.000000751669
388	0.00134695	0.000000850331
390	0.00134026	0.000000948782
392	0.00133355	0.00000104702
394	0.00132681	0.00000114502
396	0.00132006	0.00000124281
398	0.00131331	0.00000134034
400	0.00130652	0.00000143764
402	0.00129973	0.00000153469
404	0.00129291	0.00000163148
406	0.00128608	0.000001728
408	0.00127923	0.00000182426
410	0.00127237	0.00000192024
412	0.0012655	0.00000201593
414	0.00125861	0.00000211134
416	0.0012517	0.00000220644
418	0.00124478	0.00000230125
420	0.00123785	0.00000239573
422	0.0012309	0.0000024899
424	0.00122394	0.00000258375
426	0.00121697	0.00000267727
428	0.00120998	0.00000277044
430	0.00120299	0.00000286328
432	0.00119598	0.00000295576
434	0.00118896	0.00000304788
436	0.00118193	0.00000313964
438	0.00117489	0.00000323102
440	0.00116784	0.00000332203
442	0.00116077	0.00000341265
444	0.00115371	0.00000350288
446	0.00114662	0.0000035927
448	0.00113953	0.00000368212
450	0.00113244	0.00000377113
452	0.00112533	0.00000385971
454	0.00111821	0.00000394787
456	0.0011111	0.00000403559
458	0.00110397	0.00000412287
460	0.00109684	0.00000420971
462	0.00108969	0.00000429608
464	0.00108254	0.000004382
466	0.00107539	0.00000446744
468	0.00106823	0.00000455241
470	0.00106106	0.00000463689
472	0.00105389	0.00000472088
474	0.00104672	0.00000480437
476	0.00103954	0.00000488736
478	0.00103236	0.00000496984
480	0.00102518	0.0000050518
482	0.00101799	0.00000513323
484	0.0010108	0.00000521412
486	0.0010036	0.00000529449
488	0.000996407	0.0000053743
490	0.000989211	0.00000545355
492	0.000982013	0.00000553225
494	0.000974815	0.00000561037
496	0.000967615	0.00000568792
498	0.000960416	0.00000576489
500	0.000953217	0.00000584125
502	0.000946018	0.00000591704
504	0.00093882	0.0000059922
506	0.000931623	0.00000606677
508	0.000924429	0.00000614071
510	0.000917236	0.00000621402
512	0.000910046	0.00000628669
514	0.000902859	0.00000635873
516	0.000895673	0.00000643013
518	0.000888493	0.00000650086
520	0.000881316	0.00000657093
522	0.000874142	0.00000664033
524	0.000866973	0.00000670905
526	0.000859808	0.00000677709
528	0.000852647	0.00000684444
530	0.000845489	0.00000691108
532	0.000838336	0.00000697701
534	0.000831187	0.00000704224
536	0.000824044	0.00000710674
538	0.000816906	0.00000717051
540	0.000809774	0.00000723355
542	0.000802649	0.00000729585
544	0.00079553	0.00000735738
546	0.000788417	0.00000741817
548	0.000781312	0.00000747818
550	0.000774215	0.00000753742
552	0.000767126	0.00000759588
554	0.000760045	0.00000765356
556	0.000752973	0.00000771044
558	0.00074591	0.00000776652
560	0.000738856	0.00000782177
562	0.000731813	0.00000787622
564	0.000724779	0.00000792984
566	0.000717756	0.00000798263
568	0.000710744	0.00000803458
570	0.000703744	0.00000808568
572	0.000696755	0.00000813591
574	0.000689778	0.0000081853
576	0.000682813	0.0000082338
578	0.000675862	0.00000828143
580	0.000668923	0.00000832817
582	0.000661998	0.00000837402
584	0.000655087	0.00000841897
586	0.000648191	0.00000846301
588	0.000641309	0.00000850614
590	0.000634442	0.00000854834
592	0.00062759	0.00000858961
594	0.000620754	0.00000862994
596	0.000613935	0.00000866932
598	0.000607132	0.00000870776
600	0.000600346	0.00000874522
602	0.000593577	0.00000878172
604	0.000586826	0.00000881724
606	0.000580092	0.00000885178
608	0.000573378	0.00000888532
610	0.000566682	0.00000891786
612	0.000560005	0.0000089494
614	0.000553348	0.00000897993
616	0.000546711	0.00000900942
618	0.000540094	0.00000903789
620	0.000533498	0.00000906532
622	0.000526924	0.0000090917
624	0.00052037	0.00000911703
626	0.000513839	0.00000914129
628	0.000507329	0.0000091645
630	0.000500843	0.00000918661
632	0.000494379	0.00000920765
634	0.000487939	0.0000092276
636	0.000481523	0.00000924644
638	0.00047513	0.00000926417
640	0.000468763	0.00000928079
642	0.00046242	0.00000929629
644	0.000456103	0.00000931066
646	0.000449811	0.00000932388
648	0.000443546	0.00000933596
650	0.000437307	0.00000934689
652	0.000431095	0.00000935664
654	0.000424911	0.00000936523
656	0.000418754	0.00000937265
658	0.000412625	0.00000937887
660	0.000406525	0.0000093839
662	0.000400453	0.00000938774
664	0.000394411	0.00000939036
666	0.000388398	0.00000939177
668	0.000382416	0.00000939195
670	0.000376464	0.00000939089
672	0.000370543	0.0000093886
674	0.000364653	0.00000938506
676	0.000358794	0.00000938026
678	0.000352968	0.00000937419
680	0.000347174	0.00000936685
682	0.000341413	0.00000935824
684	0.000335685	0.00000934834
686	0.000329991	0.00000933713
688	0.000324331	0.00000932463
690	0.000318705	0.00000931082
692	0.000313114	0.00000929568
694	0.000307559	0.00000927922
696	0.000302039	0.00000926142
698	0.000296554	0.00000924228
700	0.000291107	0.00000922178
702	0.000285696	0.00000919993
704	0.000280322	0.00000917671
706	0.000274987	0.00000915211
708	0.000269689	0.00000912613
710	0.000264429	0.00000909876
712	0.000259208	0.00000906999
714	0.000254027	0.00000903981
716	0.000248885	0.00000900823
718	0.000243784	0.00000897521
720	0.000238722	0.00000894077
722	0.000233702	0.00000890488
724	0.000228723	0.00000886755
726	0.000223785	0.00000882876
728	0.00021889	0.00000878852
730	0.000214037	0.00000874743
732	0.000209227	0.00000870792
734	0.00020446	0.00000866697
736	0.000199737	0.00000862456
738	0.000195058	0.00000858071
740	0.000190424	0.00000853538
742	0.000185835	0.00000848859
744	0.00018129	0.00000844031
746	0.000176792	0.00000839054
748	0.00017234	0.00000833928
750	0.000167934	0.00000828652
752	0.000163576	0.00000823224
754	0.000159265	0.00000817644
756	0.000155001	0.00000811911
758	0.000150786	0.00000806026
760	0.000146619	0.00000799985
762	0.000142502	0.0000079379
764	0.000138434	0.00000787439
766	0.000134416	0.00000780931
768	0.000130448	0.00000774267
770	0.000126531	0.00000767443
772	0.000122665	0.00000760461
774	0.00011885	0.00000753319
776	0.000115087	0.00000746016
778	0.000111377	0.00000738552
780	0.00010772	0.00000730927
782	0.000104115	0.00000723138
784	0.000100565	0.00000715186
786	0.000097068	0.00000707069
788	0.0000936257	0.00000698787
790	0.0000902383	0.00000690339
792	0.0000869062	0.00000681724
794	0.0000836297	0.00000672942
796	0.0000804094	0.00000663992
798	0.0000772455	0.00000654872
800	0.0000741386	0.00000645583
802	0.0000710891	0.00000636123
804	0.0000680973	0.00000626491
806	0.0000651637	0.00000616688
808	0.0000622888	0.00000606711
810	0.0000594728	0.00000596561
812	0.0000567163	0.00000586237
814	0.0000540197	0.00000575738
816	0.0000513833	0.00000565063
818	0.0000488076	0.0000055421
820	0.0000462931	0.0000054318
822	0.0000438401	0.00000531973
824	0.0000414491	0.00000520587
826	0.0000391204	0.0000050902
828	0.0000368545	0.00000497273
830	0.0000346519	0.00000485345
832	0.0000325129	0.00000473236
834	0.0000304379	0.00000460943
836	0.0000284274	0.00000448468
838	0.0000264818	0.00000435808
840	0.0000246016	0.00000422964
842	0.000022787	0.00000409933
844	0.0000210387	0.00000396717
846	0.0000193568	0.00000383315
848	0.000017742	0.00000369724
850	0.0000161946	0.00000355946
852	0.000014715	0.00000341978
854	0.0000133036	0.00000327821
856	0.0000119609	0.00000313475
858	0.0000106873	0.00000298936
860	0.00000948319	0.00000284208
862	0.00000834897	0.00000269287
864	0.00000728506	0.00000254173
866	0.00000629189	0.00000238867
868	0.00000536985	0.00000223368
870	0.00000451937	0.00000207676
872	0.00000374085	0.00000191789
874	0.0000030347	0.00000175707
876	0.00000240131	0.00000159432
878	0.00000184109	0.00000142961
880	0.00000135443	0.00000126298
882	0.000000941715	0.0000010944
884	0.000000603333	0.000000923893
886	0.000000339648	0.000000751477
888	0.000000151008	0.000000577177
890	0.0000000377238	0.000000401046
892	0	0
